,length,LIX,topic,year
107,270,45.5,Kroniken,2018.263698630137
108,0,57.333333333333336,Internationalt,2005.602511415525
109,1664,44.108695652173914,Film og tv,2020.263698630137
110,455,39.666666666666664,Privatøkonomi,2024.8990867579907
111,292,43.48372093023256,Medier,2018.8267123287671
112,1150,46.73529411764706,Film og tv,2018.804794520548
113,285,38.98245614035088,Film og tv,2012.838812785388
114,697,39.50912778904665,Internationalt,2012.9385844748858
115,379,49.844854070660524,Film og tv,2020.9182648401825
116,458,51.40419676642587,Kultur,2018.271917808219
117,158,39.4,Digitalt,2011.7554794520547
118,2042,51.765853658536585,Scene,2020.1326484018264
119,422,43.91282051282052,Filmanmeldelser,2018.844292237443
120,729,28.285714285714285,Kultur,2019.2883561643835
121,413,37.0,Internationalt,2018.0054794520547
122,0,34.32967032967033,Kultur,2005.1216894977167
123,2164,54.19783197831978,Kultur,2006.0027397260274
124,2483,48.48737373737374,Du lytter til Politiken,2023.7269406392695
125,132,52.87264150943396,Digitalt,2015.102511415525
126,350,32.83333333333333,Kultur,2013.771917808219
127,1527,40.80952380952381,Poptillægget,2025.7461187214612
128,450,49.90430622009569,Kultur,2006.501598173516
129,453,46.49142857142857,Kultur,2024.169406392694
130,223,35.0,Viden og tech,2006.7461187214612
131,141,39.66509433962264,Internationalt,2007.041095890411
132,1906,47.329268292682926,Film og tv,2018.6995433789955
133,235,16.40740740740741,Danmark,2012.535616438356
134,425,45.904236097169246,Musik,2019.9851598173516
135,296,53.17307692307692,Virksomheder,2014.9100456621004
136,446,44.125,Kultur,2018.0493150684931
137,583,49.78787878787878,Film og tv,2021.1408675799087
138,218,56.76079734219269,Fødselsdage,2013.3130136986301
139,399,51.47819314641744,Digitalt,2011.7554794520547
140,2001,47.75806451612903,Kultur,2024.2296803652969
141,379,46.86003016591252,iBYEN,2019.366210045662
142,181,61.03488372093023,Bogfolk,2025.4632420091325
143,250,45.833333333333336,Motion,2012.9796803652969
144,1934,38.81674208144796,Kultur,2019.027397260274
145,1568,48.28445747800587,Kultur,2024.0575342465754
146,412,61.37595419847328,Meme dig til magten,2025.0575342465754
147,947,49.48148148148148,Film og tv,2019.379908675799
148,473,43.29059829059829,Du lytter til Politiken,2025.5328767123287
149,0,43.81464174454828,Internationalt,2005.0712328767124
150,304,36.77777777777778,Kultur,2007.1271689497717
151,443,52.18398404701931,Filmanmeldelser,2014.3212328767124
152,1144,40.900919305413694,Set og hørt,2023.291095890411
153,1956,59.0,Film og tv,2021.0328767123287
154,5621,50.3324432576769,Internationalt,2006.541095890411
155,2796,41.120726495726494,Bøger,2019.763698630137
156,347,52.19047619047619,Digitalt,2011.7609589041097
157,395,44.95238095238095,Medier,2018.1326484018264
158,321,39.425925925925924,Faglitteratur,2013.0712328767124
159,303,47.285057471264366,Digitalt,2011.7609589041097
160,1972,37.65972222222222,Kultur,2023.9687214611872
161,486,44.677474221324545,Kultur,2023.1940639269408
162,2713,42.85197740112994,Kultur,2023.4769406392695
163,850,49.548136645962735,Sport,2006.594292237443
164,518,56.857142857142854,Internationalt,2017.8908675799087
165,413,38.92912371134021,Medier,2015.8212328767124
166,346,37.431451612903224,Debat,2014.785616438356
167,532,51.25,Internationalt,2024.9127853881278
168,186,40.38639738639739,Danmark,2006.651826484018
169,1373,37.8671096345515,Internationalt,2023.6271689497717
170,3641,53.816091954022994,Musik,2014.277397260274
171,0,55.48076923076923,Internationalt,2006.6271689497717
172,219,44.0,Filmanmeldelser,2014.1627853881278
173,343,45.16363636363637,Kultur,2018.344292237443
174,3202,36.735211267605635,Film og tv,2019.013698630137
175,231,43.78458121827411,Spil,2026.0602739726028
176,369,39.92307692307692,Debatindlï¿½g,2018.0465753424658
177,2079,39.888888888888886,Film og tv,2020.5520547945205
178,145,46.832579185520366,Medier,2024.9933789954339
179,420,28.5,Dagens tegning,2018.0739726027398
180,147,41.68387096774194,Listen,2016.4303652968038
181,644,42.136649214659684,Den levende,2024.5383561643835
182,169,57.27083333333333,Medier,2016.0997716894976
183,288,41.63492063492063,Du lytter til Politiken,2025.838812785388
184,922,32.90840336134454,Bolig og haven,2015.5767123287671
185,0,52.18412698412698,Kultur,2005.2159817351599
186,1876,45.0,Danmark,2007.1353881278537
187,644,43.230576441102755,Scene,2006.602511415525
188,233,50.333333333333336,Danmark,2007.116210045662
189,266,52.947589776771274,Internationalt,2019.2609589041097
190,33,25.80022136137244,Læsernes Redaktør,2014.0970319634703
191,1820,54.41666666666667,Den levende,2023.5602739726028
192,236,36.07692307692308,Digitalt,2011.7554794520547
193,69,44.52045520023048,Film og tv,2013.8552511415523
194,520,55.833333333333336,Politik,2016.5246575342467
195,967,55.57575757575757,Bï¿½ger,2017.9769406392695
196,0,35.285714285714285,Internationalt,2006.7664383561644
197,1486,49.20550161812298,Danmark,2019.9127853881278
198,736,39.26890756302521,Film og tv,2019.2746575342467
199,133,28.666666666666668,Film og tv,2014.9824200913242
200,303,42.684210526315795,Forbrug,2014.9796803652969
201,226,47.49603174603175,Internationalt,2013.7022831050228
202,936,41.939862542955325,Skï¿½nlitteratur,2018.7378995433792
203,3753,43.48990983254616,Kultur,2005.094292237443
204,442,58.75,Internationalt,2018.0849315068492
205,167,49.90491803278688,Digitalt,2011.7609589041097
206,1134,43.82494279176201,Kultur,2005.5575342465754
207,12132,44.269755314881664,Film og tv,2020.9303652968038
208,177,42.57692307692308,Internationalt,2013.2050228310502
209,1144,42.08620689655172,Film og tv,2015.0109589041097
210,108,51.05412371134021,Internationalt,2018.0849315068492
211,134,38.42222222222222,Tv-anmeldelser,2014.9988584474886
212,156,41.0,Internationalt,2013.2187214611872
213,157,41.934782608695656,Digitalt,2011.7609589041097
214,0,44.565891472868216,Internationalt,2006.763698630137
215,596,45.0251572327044,Film og tv,2006.3607305936073
216,1107,43.254901960784316,Scene,2018.7214611872148
217,564,41.16666666666667,Sport,2012.7554794520547
218,2869,36.97839046199702,Danmark,2012.8102739726028
219,260,47.62962962962963,Digitalt,2011.7609589041097
220,449,44.62337662337662,Debat,2014.9155251141551
221,418,45.666666666666664,Bï¿½ger,2018.7187214611872
222,245,50.199620459063794,Internationalt,2013.3744292237443
223,1133,48.333333333333336,Champions League,2018.844292237443
224,4728,52.28985507246377,Kultur,2005.3826484018264
225,269,44.721393034825866,Film og tv,2012.1408675799087
226,152,45.89019607843137,Mode,2013.1940639269408
227,239,36.333333333333336,Film og tv,2016.157305936073
228,1360,44.97156862745098,Medier,2013.277397260274
229,291,23.44573643410853,Medier,2013.088812785388
230,155,39.07142857142857,Medier,2014.088812785388
231,306,59.15384615384615,Internationalt,2017.9045662100457
232,4605,50.4742180896027,Film og tv,2019.924885844749
233,0,49.13405797101449,Skønlitteratur,2020.60799086758
234,71,56.56862745098039,Bagsiden,2012.0915525114156
235,180,56.15053763440861,Internationalt,2017.9221461187215
236,174,56.83549783549783,Kultur,2018.1107305936073
237,268,45.333333333333336,Internationalt,2012.1271689497717
238,706,46.54007924413288,Kultur,2023.366210045662
239,0,45.0,Internationalt,2005.2351598173516
240,196,33.82142857142857,Medier,2014.1776255707764
241,542,52.27142857142857,Internationalt,2016.6216894977167
242,275,34.640243902439025,Internationalt,2007.4155251141551
243,670,41.90930232558139,Internationalt,2018.2406392694065
244,198,35.33333333333333,Kunst,2012.1107305936073
245,341,51.62893081761007,Kultur,2018.0657534246575
246,83,40.745098039215684,Kultur,2007.4605022831051
247,553,51.39579831932773,Film og tv,2019.2022831050228
248,596,56.45886075949367,Filmanmeldelser,2016.8294520547945
249,301,67.35374149659864,Film og tv,2018.0465753424658
250,126,48.82456140350877,Sport,2018.6940639269408
251,1257,41.47950819672131,Film og tv,2024.521917808219
252,383,36.515151515151516,Medier,2013.0970319634703
253,530,38.63793103448276,Danmark,2007.3497716894976
254,130,35.3739837398374,Film og tv,2012.4687214611872
255,207,47.32055749128919,Medier,2014.1189497716894
256,126,47.07017543859649,Film og tv,2012.5794520547945
257,485,52.92307692307692,Koncertanmeldelser,2018.616210045662
258,230,24.53846153846154,Musik,2012.8826484018264
259,602,40.70935960591133,Skønlitteratur,2016.9550228310502
260,391,55.57657657657658,Kultur,2018.0301369863014
261,231,53.79724409448819,Spil,2012.0383561643835
262,100,42.2037037037037,Debatindlï¿½g,2018.1803652968038
263,375,47.47671232876713,EM 2016,2016.5915525114156
264,777,45.9685534591195,Internationalt,2025.8415525114156
265,215,48.551202623906704,Kultur,2006.352511415525
266,344,55.583333333333336,Medier,2013.116210045662
267,526,39.8029702970297,Leder,2014.879908675799
268,635,48.773092369477915,Medier,2017.0082191780823
269,91,38.371428571428574,Debatindlæg,2013.852511415525
270,4355,35.25,Forbrug,2012.901826484018
271,147,44.41049513330512,Viden og tech,2013.9522831050228
272,183,39.91472868217054,Film og tv,2014.3963470319634
273,275,47.75482093663912,Filmanmeldelser,2014.0493150684931
274,780,39.16666666666667,Film og tv,2014.9632420091325
275,0,44.44466403162055,Danmark,2005.5465753424658
276,581,56.45296803652968,Kultur,2024.6244292237443
277,329,56.5,Film og tv,2012.5997716894976
278,6,40.08333333333333,Kultur,2025.4303652968038
279,384,48.333333333333336,Danmark,2007.2828767123287
280,2745,47.98412698412699,Film og tv,2020.777397260274
281,379,46.67169811320755,Film og tv,2014.0630136986301
282,421,57.01788375558867,Poptillægget,2024.9385844748858
283,1450,40.05483405483405,Sport,2004.8020547945205
284,2336,59.509803921568626,Bøger,2020.4632420091325
285,282,58.11904761904762,Danmark,2007.2050228310502
286,381,54.33333333333333,Bøger,2014.3294520547945
287,424,44.8051948051948,Film og tv,2023.6244292237443
288,1771,51.83530571992111,Du lytter til Politiken,2024.2050228310502
289,318,39.693548387096776,Film og tv,2014.8689497716894
290,821,47.393220338983056,Debat,2011.7801369863014
291,961,41.71153846153846,Kultur,2007.277397260274
292,302,56.84848484848485,Vinter-OL 2014,2014.277397260274
293,500,31.087719298245617,Privatøkonomi,2012.541095890411
294,437,46.311089904284415,Filmanmeldelser,2014.6271689497717
295,579,56.62962962962963,Svømning,2015.3470319634703
296,205,37.76732261640798,Film og tv,2012.6600456621004
297,378,49.40833333333333,Debatindlï¿½g,2017.9495433789955
298,718,37.775862068965516,Genanmeldelser,2016.3716894977167
299,203,47.455782312925166,Økonomi,2006.4988584474886
300,0,45.65363360044211,Internationalt,2004.901826484018
301,780,48.1025641025641,Internationalt,2022.9577625570778
302,878,32.25,Natteliv,2012.785616438356
303,708,1.0,Opskrifter,2015.6858447488585
304,546,41.25462304409673,Forbrug,2019.2691780821917
305,253,45.0,Lars Trier Mogensen,2013.304794520548
306,646,48.086021505376344,Forbrug,2012.291095890411
307,305,52.348765432098766,Spil,2012.0997716894976
308,196,36.65765765765766,Spil,2012.291095890411
309,345,40.05263157894737,Film og tv,2023.0630136986301
310,292,68.16666666666667,Medier,2014.102511415525
311,219,48.72572178477691,Kultur,2006.5465753424658
312,0,46.59088729016787,Internationalt,2004.9127853881278
313,11319,57.26162790697674,Danmark,2007.0438356164384
314,2437,37.00537634408602,Forbrug,2015.919406392694
315,311,39.91472868217054,Virksomheder,2013.7801369863014
316,1751,43.805128205128206,Forbrug,2024.1353881278537
317,595,38.346656553480244,sproget.dk,2020.2050228310502
318,2951,45.63333333333333,Scene,2018.9303652968038
319,1164,45.59083850931677,Danmark,2006.9358447488585
320,302,40.200980392156865,Film og tv,2019.2433789954339
321,543,44.57142857142857,Filmanmeldelser,2015.6655251141551
322,52,43.30813953488372,Bï¿½ger,2018.021917808219
323,72,52.72222222222222,Internationalt,2016.5739726027398
324,0,45.85798670932808,Kultur,2006.129908675799
325,1539,41.86864406779661,Sport,2005.7965753424658
326,62,51.5,Bagsiden,2020.4605022831051
327,503,49.27272727272727,"Anmeldelser, cd-beat",2016.7938356164384
328,1348,42.99322493224932,Internationalt,2013.352511415525
329,449,35.52873563218391,Kultur,2016.7022831050228
330,1683,53.733333333333334,Kultur,2004.8020547945205
331,428,33.36774193548387,Bï¿½ger,2019.4605022831051
332,2023,30.768670309653913,Du lytter til Politiken,2025.102511415525
333,673,41.30720517872221,Poptillægget,2020.1682648401825
334,122,47.888888888888886,Internationalt,2013.602511415525
335,1163,38.44736842105263,Film og tv,2018.4605022831051
336,109,29.0,Digitalt,2014.8212328767124
337,375,53.541243396993096,Filmanmeldelser,2015.338812785388
338,401,28.32537313432836,Skønlitteratur,2014.401826484018
339,326,43.925925925925924,Sport,2025.8634703196346
340,1426,54.18143459915612,Danmark,2023.3157534246575
341,109,73.76263736263736,Poptillægget,2025.4796803652969
342,111,29.40811965811966,Bagsiden,2014.6189497716894
343,673,42.516129032258064,Film og tv,2019.021917808219
344,242,47.393220338983056,Viden og tech,2006.629908675799
345,365,46.22681704260651,Kultur,2019.6326484018264
346,2403,39.90512820512821,Kultur,2005.1655251141551
347,482,44.80952380952381,Film og tv,2018.4045662100457
348,445,40.661266568483065,Kultur,2019.9851598173516
349,1673,45.43236074270557,Den levende,2025.1831050228311
350,501,49.48148148148148,Medier,2018.777397260274
351,2450,41.314893617021276,Privatøkonomi,2026.013698630137
352,451,36.43089430894309,Debatindlæg,2017.0054794520547
353,601,45.768115942028984,Internationalt,2013.7187214611872
354,114,25.289473684210527,Internationalt,2007.0602739726028
355,2831,42.0,Film og tv,2006.2214611872148
356,330,44.125,Danmark,2014.344292237443
357,756,50.367816091954026,Medier,2012.1721461187215
358,281,45.217948717948715,Internationalt,2018.9906392694065
359,1060,53.29760403530895,Fødselsdage,2012.9495433789955
360,211,43.615671641791046,Bøger,2013.6353881278537
361,510,37.22222222222222,Kultur,2019.3130136986301
362,284,47.9593023255814,Film og tv,2020.169406392694
363,264,42.49019607843137,Medier,2012.2993150684931
364,273,44.88623568239177,Film og tv,2019.174885844749
365,2305,68.47619047619048,Film og tv,2017.924885844749
366,742,58.375,Internationalt,2024.4550228310502
367,358,38.33333333333333,Film og tv,2015.0821917808219
368,644,53.833333333333336,Film og tv,2013.6463470319634
369,744,49.51754385964912,Skønlitteratur,2011.8607305936073
370,195,49.84153005464481,Filmanmeldelser,2016.3157534246575
371,515,48.473684210526315,Bøger,2017.0082191780823
372,942,45.91901408450704,Set og hørt,2020.9632420091325
373,814,42.09761904761905,Medier,2019.901826484018
374,1432,54.952005564572225,Internationalt,2020.6490867579907
375,371,45.30769230769231,Medier,2012.3020547945205
376,94,36.05316455696203,Skønlitteratur,2014.3184931506848
377,492,40.30817610062893,Medier,2018.7993150684931
378,1906,42.43609022556391,Internationalt,2025.3184931506848
379,348,56.595818815331015,Filmanmeldelser,2015.3990867579907
380,271,42.4875,Internationalt,2007.5027397260274
381,2548,40.23809523809524,Internationalt,2007.4796803652969
382,102,43.933287950987065,Musik,2018.5520547945205
383,413,33.36486486486486,USA,2016.6776255707764
384,245,50.187285223367695,Set og hørt,2020.8415525114156
385,207,59.32608695652174,Scene,2013.8552511415523
386,596,42.7957957957958,Faglitteratur,2016.1107305936073
387,901,52.5952380952381,Kultur,2019.35799086758
388,154,47.42424242424242,Atletik,2012.594292237443
389,332,38.70320656226697,iBYEN,2023.6940639269408
390,383,40.745098039215684,Internationalt,2013.3744292237443
391,215,50.11363636363637,Film og tv,2014.1189497716894
392,376,50.149068322981364,Film og tv,2018.5575342465754
393,5879,54.6969696969697,Kultur,2018.271917808219
394,612,42.687356321839076,Debat,2019.9127853881278
395,843,44.75581395348837,Medier,2013.893607305936
396,44,40.35714285714286,Politik,2016.366210045662
397,0,40.178689427312776,Kultur,2004.7883561643835
398,40,40.0,Film og tv,2015.9632420091325
399,1185,44.14942528735632,Scene,2014.143607305936
400,358,46.0,Set og hørt,2025.3744292237443
401,335,57.541666666666664,Viden og tech,2007.1995433789955
402,320,44.830817610062894,Forbrug,2013.1134703196346
403,421,45.918604651162795,Forbrug,2018.013698630137
404,52,54.38095238095238,Kultur,2017.9045662100457
405,103,61.717948717948715,Paradise Papers,2018.0520547945205
406,83,39.25,Danmark,2013.1627853881278
407,617,42.2426645519429,Kultur,2019.9127853881278
408,0,50.39393939393939,Film og tv,2011.7296803652969
409,447,36.39824625502375,Danmark,2024.9440639269408
410,786,46.310883773799375,EP-valg,2019.3102739726028
411,213,45.0,Virksomheder,2014.4769406392695
412,440,28.096899224806204,Viden og tech,2014.366210045662
413,44,34.16666666666667,Digitalt,2013.4742009132422
414,120,38.05691056910569,Bjørn Bredal,2013.4045662100457
415,640,33.54824561403509,Uddannelse,2018.657305936073
416,488,42.46231546231546,Bï¿½ger,2019.3130136986301
417,1432,60.03225806451613,Poptillægget,2023.9440639269408
418,1681,48.99641737572772,Kultur,2004.844292237443
419,603,50.663079470198674,Film og tv,2019.9100456621004
420,1315,38.553030303030305,Kultur,2007.2351598173516
421,1802,36.971428571428575,iBYEN,2018.2269406392695
422,448,43.769230769230774,Internationalt,2018.0997716894976
423,821,54.72527472527473,Scene,2019.7187214611872
424,309,53.86821705426357,Filmanmeldelser,2013.8963470319634
425,1320,44.396341463414636,Film og tv,2018.2022831050228
426,273,51.04597701149425,Sport,2011.7461187214612
427,157,34.48911798396335,Fodbold,2006.6913242009134
428,212,36.66666666666667,Kultur,2018.9221461187215
429,436,45.17319587628866,Film og tv,2019.8212328767124
430,977,51.7054085155351,Michael Jarlner,2023.2828767123287
431,909,50.00252525252525,Film og tv,2017.3157534246575
432,182,44.142857142857146,Film og tv,2018.9522831050228
433,172,36.77777777777778,Atletik,2012.6408675799087
434,872,40.0,Dødsfald,2012.8239726027398
435,843,50.445283018867926,Film og tv,2019.2433789954339
436,1611,32.52205882352941,Kultur,2018.8744292237443
437,200,40.34207077326344,Danmark,2018.7132420091325
438,403,37.58363858363858,Kroniken,2024.1940639269408
439,0,52.76116636030856,Feature,2004.8157534246575
440,201,49.9539997302037,Film og tv,2012.777397260274
441,74,47.25164386849052,Fødselsdage,2014.129908675799
442,150,34.66666666666667,Viden og tech,2007.0657534246575
443,1997,45.06989247311828,Danmark,2025.5970319634703
444,160,48.70752688172043,Tv-anmeldelser,2015.3990867579907
445,83,41.306451612903224,Skønlitteratur,2014.4906392694065
446,118,46.833333333333336,Film og tv,2012.7050228310502
447,13946,55.66499307479224,Filmanmeldelser,2013.4577625570778
448,485,42.81818181818181,Internationalt,2018.1189497716894
449,505,47.1350114416476,Kultur,2019.2746575342467
450,364,46.484848484848484,Bï¿½ger,2018.838812785388
451,691,49.666666666666664,Film og tv,2024.7269406392695
452,4371,48.140727489564696,Kultur,2006.2664383561644
453,222,43.925925925925924,Musik,2015.7159817351599
454,380,32.48037190082645,Bagsiden,2014.054794520548
455,139,39.4,Skønlitteratur,2015.151826484018
456,554,26.28544776119403,Kultur,2016.3689497716894
457,126,43.44255319148936,Film og tv,2013.4358447488585
458,131,41.66666666666667,Film og tv,2014.9155251141551
459,69,26.508116883116884,Skønlitteratur,2013.3963470319634
460,198,43.1941391941392,Filmanmeldelser,2016.8321917808219
461,207,54.61813186813187,Premier League,2015.3075342465754
462,410,20.333333333333336,Teateranmeldelser,2015.1490867579907
463,1387,41.123554685031905,Film og tv,2017.6271689497717
464,226,45.16666666666667,Atletik,2012.594292237443
465,134,50.62950819672131,Film og tv,2012.4769406392695
466,167,42.06306306306306,Digitalt,2014.1107305936073
467,168,52.333333333333336,Medier,2012.8607305936073
468,851,36.666666666666664,Film og tv,2017.7883561643835
469,434,38.553030303030305,Ishockey,2018.4358447488585
470,180,46.666666666666664,Danmark,2012.4358447488585
471,211,42.53722334004024,Medier,2016.669406392694
472,2681,43.7683284457478,Kultur,2004.8990867579907
473,248,37.6958981612447,Bøger,2017.0054794520547
474,22,43.99678197908287,Film og tv,2019.804794520548
475,2488,37.01190476190476,Tech,2023.8102739726028
476,66,51.55281690140845,Musik,2017.7691780821917
477,0,49.58174300254453,Danmark,2005.2883561643835
478,1333,45.792929292929294,Kultur,2018.1381278538813
479,345,43.3849765258216,Kultur,2021.1858447488585
480,220,53.9645390070922,Internationalt,2013.8130136986301
481,499,40.87342657342657,Forbrug,2015.8908675799087
482,532,34.30952380952381,Internationalt,2014.1107305936073
483,2535,49.06206896551724,Kultur,2006.285616438356
484,528,36.279411764705884,Politik,2014.0465753424658
485,1941,40.585956416464896,Danmark,2019.8157534246575
486,372,34.16666666666667,Restaurantanmeldelser,2018.2105022831051
487,103,59.941767526832614,Medier,2012.6655251141551
488,489,44.90967741935484,Film og tv,2025.4742009132422
489,333,43.106366459627324,Kultur,2017.5109589041097
490,682,48.48022598870057,Scene,2023.2993150684931
491,444,47.01712328767123,NFL,2023.169406392694
492,629,44.85221674876847,Film og tv,2023.0684931506848
493,878,52.1474358974359,Internationalt,2006.3552511415523
494,0,47.421052631578945,Forbrug,2015.8908675799087
495,149,51.04597701149425,Arkitektur,2014.344292237443
496,1193,42.81924882629108,Kultur,2006.041095890411
497,244,31.25,Viden og tech,2007.1995433789955
498,504,44.13384401114206,Medier,2019.8908675799087
499,0,33.51910598413843,Kultur,2006.2883561643835
500,1057,48.33333333333333,Kultur,2012.4906392694065
501,1091,43.028673835125446,Bøger,2005.3360730593606
502,3504,48.69924812030075,Kultur,2005.501598173516
503,832,60.4655737704918,Teateranmeldelser,2016.8130136986301
504,289,41.241025641025644,Tv-anmeldelser,2017.2378995433792
505,300,58.666666666666664,Arkitektur,2013.8716894977167
506,169,48.19110774283188,Film og tv,2019.9769406392695
507,409,42.79983036471586,Kultur,2007.021917808219
508,1023,41.399327448507776,Film og tv,2023.1858447488585
509,902,49.714285714285715,Medier,2011.9933789954339
510,1272,44.743589743589745,Film og tv,2012.777397260274
511,70,57.54255319148936,Medier,2012.2050228310502
512,449,51.48087431693989,Byliv,2016.4522831050228
513,631,46.342440801457194,Set og hørt,2023.8497716894976
514,188,50.09574468085106,Tv-anmeldelser,2017.143607305936
515,156,39.24474789915966,Filmanmeldelser,2015.143607305936
516,160,34.00581395348837,Oscar,2015.2296803652969
517,681,54.84615384615385,Medier,2012.1490867579907
518,0,48.85989010989012,Kultur,2005.6803652968038
519,714,49.714285714285715,Film og tv,2017.0970319634703
520,551,50.74517906336088,Kultur,2019.8130136986301
521,1928,46.08275862068966,Internationalt,2007.3963470319634
